OrgSize_Empl219,WorkWeekHrs,YearsCodePro,Age1stCode,Country_Canada,Age,JobFactors_Idealist,LanguageWorkedWith_C,Country_Netherlands,Country_Finland,Country_France,ConvertedComp
0,40.0,2.0,24.0,0,26.0,1,0,0,0,0,36193.0
0,40.0,15.0,6.0,0,36.0,0,0,0,0,0,129259.0
0,50.0,1.0,19.0,0,29.0,1,1,0,0,1,57744.0
0,37.5,4.0,14.0,0,22.0,1,0,1,0,0,31403.0
1,37.0,4.0,19.0,0,24.0,0,1,1,0,0,27805.0
0,40.0,11.0,18.0,0,33.0,1,1,0,0,1,92.0
0,40.0,5.0,26.0,0,31.0,1,0,0,0,0,107775.0
1,40.0,9.0,28.0,0,37.0,0,1,0,0,0,108846.0
0,37.0,1.0,17.0,1,30.0,1,0,0,0,0,27492.0
1,40.0,17.0,15.0,0,39.0,0,0,0,0,0,197172.0
0,38.0,5.0,16.0,1,30.0,1,0,0,0,0,55582.0
0,36.0,2.0,10.0,0,27.0,0,1,1,0,0,30252.0
0,39.0,6.0,12.0,0,32.0,0,0,0,0,0,42804.0
1,38.0,7.0,11.0,1,29.0,0,0,0,0,0,59676.0
0,38.0,5.0,22.0,1,30.0,0,1,0,0,0,24384.0
0,40.0,13.0,16.0,0,35.0,0,0,0,0,0,114575.0
0,45.0,10.0,15.0,0,34.0,0,0,0,0,0,108098.0
0,40.0,13.0,16.0,0,35.0,0,0,1,0,0,34380.0
0,38.55821205821206,4.0,14.0,1,27.0,0,0,0,0,0,50484.0
0,45.0,3.0,14.0,0,27.0,0,0,0,0,0,34372.0
1,40.0,35.0,11.0,1,53.0,0,0,0,0,0,114575.0
0,40.0,5.0,13.0,1,32.0,1,0,0,0,0,97389.0
0,40.0,3.0,22.0,0,31.0,0,1,0,0,0,57287.0
1,40.0,12.0,11.0,0,39.0,0,1,0,0,0,60535.0
0,30.0,3.0,8.0,0,20.0,0,1,1,0,0,32424.0
0,40.0,9.0,15.0,0,36.0,0,0,0,0,0,60535.0
0,50.0,24.0,14.0,1,46.0,0,0,0,0,0,102061.0
0,35.0,0.0,13.0,0,33.0,0,0,0,0,0,41244.0
0,35.0,3.0,16.0,1,22.0,0,0,0,0,0,19452.0
0,30.0,6.0,11.0,0,25.0,0,0,0,0,0,37865.0
0,40.0,5.0,19.0,0,28.0,1,0,0,0,0,52942.0
0,50.0,21.0,8.0,1,41.0,1,0,0,0,0,190846.0
0,35.0,16.0,8.0,0,40.0,0,0,0,0,0,51888.0
0,35.0,0.0,30.0,0,30.0,0,0,0,0,0,39254.0
0,40.0,11.0,16.0,1,33.0,0,0,0,0,0,68705.0
0,35.0,10.0,13.0,0,33.0,0,0,0,0,0,51910.0
1,35.0,5.0,12.0,0,24.0,0,0,0,0,0,83640.0
1,40.0,8.0,14.0,0,37.0,0,1,0,0,1,65308.0
0,40.0,9.0,22.0,0,32.0,1,1,0,0,0,58428.0
0,40.0,5.0,15.0,0,32.0,1,1,0,0,0,99240.0
0,40.0,4.0,13.0,0,25.0,0,1,0,0,0,139918.0
0,40.0,16.0,10.0,0,41.0,0,0,0,0,0,65424.0
0,37.0,5.0,8.0,0,32.0,0,0,0,0,1,39252.0
0,37.0,10.0,8.0,0,37.0,0,0,0,0,0,57287.0
0,35.0,4.0,16.0,0,27.0,0,1,0,0,0,31620.0
1,45.0,17.0,16.0,0,37.0,0,1,0,0,0,99991.0
0,40.0,16.0,8.0,0,39.0,0,1,0,0,0,57744.0
0,60.0,7.0,14.0,0,30.0,0,0,0,0,1,68745.0
0,40.0,5.0,15.0,0,30.0,0,0,0,0,0,77911.0
0,37.0,4.0,16.0,0,28.0,0,0,0,0,0,32315.0
0,35.0,21.0,11.0,1,43.0,0,0,0,0,0,45241.0
0,35.0,15.0,4.0,0,40.0,1,0,1,0,0,94210.0
1,40.0,12.0,15.0,1,37.0,0,0,0,0,0,25944.0
0,40.0,11.0,7.0,0,37.0,1,0,0,0,0,43239.0
0,40.0,28.0,12.0,0,49.0,0,1,0,0,0,100826.0
0,38.0,26.0,21.0,0,53.0,0,0,0,0,0,90758.0
0,40.0,30.0,10.0,1,51.0,1,0,0,0,0,77556.0
0,40.0,8.0,18.0,0,33.0,0,0,0,0,0,52339.0
1,40.0,18.0,16.0,0,46.0,0,1,0,0,1,80202.0
1,40.0,5.0,14.0,0,35.0,0,0,0,0,0,53280.0
0,38.0,3.0,18.0,0,26.0,0,0,0,0,1,40101.0
0,60.0,32.0,14.0,0,56.0,0,0,1,0,0,86004.0
1,42.0,18.0,14.0,0,37.0,0,1,0,0,0,45799.0
0,40.0,21.0,9.0,0,45.0,0,0,0,0,0,35879.0
0,36.0,5.0,10.0,0,35.0,0,0,0,0,1,80155.0
0,42.0,7.477815699658703,13.711840228245364,1,26.0,0,0,0,0,0,51840.0
0,40.0,26.0,10.0,0,50.0,0,0,1,0,0,130847.0
0,35.0,1.0,14.0,0,23.0,0,1,0,0,0,71093.0
0,35.0,1.0,13.0,0,27.0,1,1,0,0,1,38916.0
1,35.0,5.0,19.0,0,26.0,0,0,0,0,0,78508.0
1,38.0,4.0,11.0,0,21.0,1,0,0,0,0,18973.0
0,42.0,9.0,11.0,0,31.0,0,1,0,1,0,58433.0
1,40.0,4.0,16.0,0,31.0,0,0,0,0,0,54996.0
1,46.0,20.0,13.0,0,43.0,0,0,1,0,0,75669.0
0,45.0,8.0,11.0,0,48.0,1,1,0,0,0,113447.0
1,40.0,12.0,8.0,1,34.0,0,0,0,0,0,58781.0
0,36.0,10.0,20.0,0,36.0,1,0,0,0,0,38916.0
1,37.5,8.0,12.0,0,32.0,0,0,1,0,0,51704.0
0,45.0,20.0,12.0,0,33.0,0,0,0,0,0,91593.0
0,45.0,24.0,12.0,0,44.0,1,1,0,0,0,58881.0
0,60.0,0.0,19.0,0,20.0,1,0,0,0,0,45241.0
0,14.0,6.0,10.0,0,24.0,0,0,0,0,1,41244.0
1,40.0,3.0,11.0,1,28.0,0,0,0,0,0,40212.0
0,38.0,10.0,20.0,0,37.0,1,0,0,0,0,31620.0
0,46.0,35.0,15.0,0,57.0,0,1,0,0,0,139918.0
0,18.0,1.0,19.0,0,23.0,0,0,0,0,0,16860.0
0,50.0,9.0,15.0,0,32.0,0,0,0,0,0,179261.0
0,44.0,2.0,19.0,0,31.0,0,0,1,0,0,35748.0
0,40.0,12.0,8.0,0,39.0,1,0,0,0,1,77832.0
0,40.0,11.0,14.0,0,32.0,0,1,0,0,0,68745.0
1,55.0,4.0,13.0,1,24.0,1,1,0,0,0,64860.0
0,40.0,20.0,8.0,0,42.0,0,0,0,0,0,54480.0
0,39.0,6.0,16.0,0,36.0,0,0,0,0,0,34368.0
0,40.0,6.0,14.0,0,32.0,0,0,0,0,0,56211.0
1,40.0,4.0,16.0,0,33.0,0,0,0,0,0,68705.0
0,38.0,12.0,15.0,0,34.0,1,0,0,0,0,106874.0
0,50.0,37.0,14.0,0,55.0,1,1,0,0,1,104202.0
0,40.0,1.0,14.0,1,22.0,0,0,0,0,0,48648.0
0,40.0,1.0,12.0,0,24.0,0,1,0,0,0,41077.0
0,38.0,17.0,14.0,1,37.0,0,0,0,0,0,75669.0
1,40.0,8.0,17.0,0,36.0,0,0,0,0,0,76326.0
0,37.5,4.0,20.0,0,27.0,0,0,0,0,0,51147.0
1,42.0,10.0,32.0,0,58.0,1,0,0,0,0,60725.0
0,40.0,4.0,16.0,0,29.0,1,1,1,0,0,64859.0
0,40.0,32.0,18.0,0,56.0,1,0,0,0,0,91660.0
0,40.0,3.0,16.0,0,32.0,0,0,1,0,0,75660.0
1,35.0,2.0,14.0,0,25.0,0,1,0,0,1,19656.0
0,9.0,4.0,14.0,0,25.0,0,0,0,0,0,6876.0
1,38.0,30.0,15.0,0,50.0,1,1,0,0,0,43538.0
0,40.0,7.0,17.0,0,31.0,0,0,0,0,1,99240.0
0,39.0,4.0,13.0,0,29.0,1,0,1,0,0,44320.0
1,39.0,30.0,14.0,0,47.0,0,0,0,0,0,85931.0
1,39.0,2.0,14.0,0,31.0,1,0,0,0,1,46752.0
0,40.0,3.0,18.0,0,26.0,1,0,0,0,0,39600.0
0,45.0,10.0,8.0,0,38.0,0,0,0,0,0,78508.0
0,50.0,5.0,25.0,0,30.0,0,0,0,0,0,24744.0
0,38.0,0.0,25.0,1,28.0,1,0,0,0,0,51559.0
0,60.0,14.0,14.0,0,29.0,0,0,0,0,1,57287.0
0,40.0,18.0,13.0,0,39.0,1,0,0,0,0,55194.0
0,40.0,22.0,7.0,0,43.0,0,0,0,0,0,60505.0
0,50.0,3.0,10.0,0,30.0,0,1,0,0,0,32316.0
1,40.0,10.0,13.0,0,31.0,1,1,0,1,0,52339.0
1,40.0,2.0,12.0,0,31.0,1,0,0,0,0,59124.0
0,40.0,3.0,7.0,0,21.0,0,0,0,0,0,33732.0
0,40.0,10.0,15.0,1,32.0,1,0,0,0,0,41244.0
0,50.0,33.0,10.0,0,43.0,0,0,1,0,0,64859.0
0,40.0,20.0,6.0,0,41.0,0,0,0,0,0,109871.0
0,40.0,11.0,16.0,0,33.0,0,0,0,0,0,180963.0
0,37.0,20.0,12.0,0,48.0,0,0,0,0,0,46976.0
0,45.0,15.0,15.0,0,48.0,0,0,0,0,0,126032.0
1,35.0,12.0,13.0,0,33.0,1,1,0,0,0,86478.0
0,50.0,7.0,8.0,0,29.0,0,0,0,0,0,45803.0
1,45.0,24.0,13.0,0,49.0,0,0,0,0,0,164988.0
0,44.0,11.0,12.0,0,30.0,0,0,0,0,0,43513.0
0,37.5,16.0,16.0,0,38.0,0,0,0,0,0,121650.0
0,40.0,21.0,14.0,0,38.0,0,0,1,0,0,78508.0
1,40.0,5.0,15.0,0,27.0,0,1,0,0,1,20628.0
0,38.0,2.0,14.0,1,21.0,1,0,0,0,0,34352.0
0,39.0,8.0,15.0,1,32.0,1,1,0,0,0,59047.0
0,20.0,15.0,8.0,0,39.0,0,1,0,0,1,33000.0
0,37.5,2.0,17.0,0,23.0,1,0,0,0,0,30744.0
0,40.0,16.0,10.0,0,33.0,0,0,0,0,0,77911.0
1,16.0,3.0,14.0,0,23.0,1,0,0,0,0,34372.0
0,40.0,15.0,14.0,0,37.0,1,0,0,0,0,127576.0
1,35.0,2.0,15.0,0,29.0,0,1,0,0,1,25944.0
1,38.0,10.0,20.0,0,39.0,0,0,1,0,0,48120.0
1,38.0,7.0,9.0,1,30.0,1,1,0,0,0,71340.0
0,41.0,4.0,14.0,0,26.0,1,0,0,0,1,63778.0
0,40.0,7.0,12.0,0,26.0,1,1,1,0,0,17184.0
0,45.0,9.0,12.0,0,35.0,0,0,0,0,0,99680.0
0,40.0,3.0,18.0,0,21.0,1,0,0,0,0,32315.0
0,36.0,6.0,26.0,1,36.0,0,0,0,0,0,86976.0
0,40.0,5.0,17.0,0,35.0,0,0,0,0,0,86478.0
0,38.0,1.0,24.0,0,27.0,0,0,0,0,0,42419.0
0,20.0,3.0,19.0,1,26.0,0,0,0,0,0,30676.0
0,35.0,0.0,14.0,0,20.0,1,0,0,0,0,24207.0
0,70.0,20.0,10.0,1,36.0,0,1,0,0,0,103408.0
1,40.0,5.0,15.0,0,24.0,1,0,0,0,1,53437.0
0,38.0,1.0,20.0,0,38.0,0,0,0,0,0,45396.0
1,38.5,1.0,14.0,0,20.0,0,0,0,0,0,30252.0
0,50.0,9.0,14.0,0,32.0,1,0,0,0,1,85051.0
1,40.0,2.0,13.0,0,25.0,1,0,1,0,0,86478.0
0,45.0,4.0,15.0,0,25.0,1,1,1,0,0,47330.0
0,40.0,2.0,16.0,0,30.0,1,0,0,0,0,49725.0
0,40.0,15.0,12.0,1,38.0,1,0,0,0,0,75624.0
0,40.0,3.0,16.0,0,25.0,0,0,0,0,0,31128.0
0,40.0,12.0,13.0,0,36.0,0,0,0,0,0,81780.0
1,50.0,1.0,12.0,0,36.0,0,0,0,0,0,68068.0
1,38.0,3.0,13.0,0,31.0,0,1,0,0,0,45241.0
0,40.0,7.0,16.0,0,35.0,0,0,0,0,0,58433.0
0,35.0,2.0,20.0,0,25.0,0,1,0,0,0,47330.0
0,30.0,10.0,14.0,0,28.0,0,1,0,0,0,57287.0
0,41.0,11.0,16.0,0,36.0,1,1,0,0,0,57744.0
0,43.0,4.0,9.0,0,27.0,0,1,1,0,0,61616.0
0,37.5,6.0,11.0,0,26.0,0,0,0,0,0,39254.0
0,40.0,5.0,18.0,0,27.0,0,0,0,0,0,116333.0
0,39.0,10.0,11.0,0,32.0,0,0,0,0,0,59454.0
0,39.38520408163265,6.0,19.0,0,28.0,0,1,0,0,0,59579.0
0,46.0,8.0,20.0,1,30.0,0,0,0,0,0,54996.0
0,40.0,8.0,13.0,0,30.0,0,0,0,0,0,91660.0
0,50.0,8.0,12.0,0,28.0,0,1,0,0,0,49500.0
1,55.0,20.0,12.0,1,44.0,0,0,0,0,0,61071.0
0,38.5,5.0,10.0,1,20.0,1,0,0,0,0,34368.0
0,40.0,1.0,17.0,0,23.0,0,0,0,0,0,30936.0
1,38.0,0.0,32.0,0,37.0,0,0,0,0,0,25944.0
0,50.0,5.0,6.0,1,24.0,0,0,0,0,0,151337.0
0,40.0,20.0,20.0,0,46.0,0,1,0,0,0,54996.0
0,38.0,28.0,13.0,0,53.0,0,1,0,0,0,58881.0
0,60.0,15.0,10.0,1,42.0,1,0,0,0,0,91593.0
0,35.0,1.0,11.0,0,21.0,1,0,0,0,0,16500.0
0,26.0,7.0,20.0,0,44.0,0,0,0,0,0,31980.0
1,42.0,2.0,8.0,0,27.0,0,1,0,0,0,97284.0
0,35.0,5.0,11.0,0,23.0,0,1,1,0,0,51564.0
0,43.0,10.0,7.0,0,35.0,0,1,0,0,0,81074.0
0,43.0,5.0,16.0,0,29.0,0,1,0,0,0,47563.0
0,30.0,17.0,7.0,0,32.0,0,0,0,0,0,27492.0
0,40.13716814159292,10.0,20.0,0,36.0,0,0,0,0,0,57287.0
0,45.0,18.0,12.0,0,50.0,0,0,0,0,0,76339.0
1,40.0,2.0,15.0,0,25.0,0,1,0,0,0,67386.0
0,45.0,36.0,21.0,0,48.0,1,0,0,0,0,107949.0
1,40.0,28.0,14.0,0,51.0,0,1,0,0,0,76339.0
1,40.0,2.0,12.0,1,29.0,0,0,0,0,0,70264.0
0,35.0,30.0,28.0,1,58.0,0,1,0,0,0,70231.0
0,40.0,3.0,20.0,0,25.0,0,0,0,0,0,45830.0
0,38.0,10.0,18.0,1,33.0,1,0,0,0,0,43866.0
0,40.0,16.0,6.0,0,40.0,0,0,0,0,0,90758.0
0,40.0,4.0,12.0,0,31.0,0,0,0,0,0,50413.0
0,50.0,5.0,10.0,0,37.0,0,0,0,0,0,103117.0
0,35.0,2.0,17.0,0,21.0,0,0,0,0,0,14268.0
0,30.0,20.0,9.0,0,46.0,0,1,0,0,0,66033.0
0,40.0,17.0,7.0,0,42.0,0,0,0,0,1,164988.0
0,39.0,9.0,10.0,0,34.0,0,1,0,0,0,54996.0
0,37.0,29.0,10.0,0,47.0,1,0,0,0,0,81433.0
0,40.0,9.0,15.0,0,31.0,1,1,0,0,0,77831.0
0,50.0,4.0,14.0,1,23.0,0,0,0,0,0,43239.0
0,40.0,9.0,14.0,0,32.0,1,0,0,0,0,68745.0
0,40.0,5.0,14.0,0,28.0,1,0,0,0,0,59124.0
1,40.0,6.0,13.0,0,24.0,0,1,0,0,0,58812.0
0,37.5,4.0,18.0,0,26.0,0,1,1,0,0,54049.0
0,40.13716814159292,15.0,10.0,0,38.0,1,0,0,0,0,68745.0
0,35.0,10.0,9.0,0,31.0,0,0,0,0,0,46566.0
0,45.0,4.0,12.0,0,28.0,1,0,0,0,0,54302.0
0,12.0,3.0,17.0,0,21.0,0,0,0,0,0,10584.0
0,32.0,21.0,14.0,0,47.0,0,0,0,0,0,114575.0
0,38.0,6.0,10.0,1,32.0,1,0,0,0,0,58167.0
0,40.0,4.0,16.0,0,32.0,0,0,0,0,0,64860.0
1,40.0,3.0,15.0,1,27.0,0,0,0,0,0,54049.0
0,45.0,9.0,14.0,0,29.0,0,0,0,0,0,122142.0
0,20.0,15.0,18.0,1,62.0,0,0,0,0,0,14219.0
0,40.0,4.0,9.0,0,38.0,1,0,0,0,0,70658.0
0,40.0,15.0,14.0,0,39.0,0,0,0,0,0,60972.0
0,35.0,6.0,15.0,0,29.0,0,1,0,0,0,47915.0
0,30.0,7.0,8.0,0,36.0,0,0,0,0,0,90758.0
0,30.0,24.0,14.0,1,51.0,1,1,0,0,0,60505.0
1,40.0,20.0,12.0,0,43.0,0,1,0,0,0,89364.0
1,38.0,6.0,25.0,0,31.0,0,0,0,0,0,32712.0
0,37.5,8.0,16.0,1,28.0,1,0,0,0,0,20936.0
0,43.0,13.0,9.0,0,43.0,1,0,0,0,0,118908.0
0,35.0,10.0,5.0,0,32.0,1,1,0,0,0,64052.0
0,37.5,12.0,14.0,0,35.0,0,0,0,0,0,71966.0
0,40.0,3.0,22.0,1,29.0,0,0,0,0,0,68748.0
0,50.0,6.0,15.0,1,25.0,1,0,0,0,0,75630.0
0,40.0,17.0,8.0,0,36.0,0,0,0,0,0,82494.0
0,36.0,5.0,14.0,0,26.0,1,0,0,0,0,54996.0
0,20.0,5.0,15.0,0,27.0,0,1,0,0,0,16500.0
0,38.0,17.0,8.0,0,44.0,0,0,0,0,0,85051.0
0,33.0,30.0,13.0,0,51.0,0,0,0,0,0,54956.0
0,40.0,13.0,15.0,0,38.0,0,0,0,0,0,91660.0
1,35.0,7.0,12.0,0,29.0,0,0,0,0,0,91660.0
0,50.0,4.0,10.0,1,27.0,0,0,0,0,0,63240.0
0,40.0,20.0,16.0,1,39.0,1,0,0,0,0,65424.0
1,60.0,20.0,10.0,0,40.0,1,0,0,0,0,76750.0
0,36.0,5.0,10.0,1,28.0,0,1,0,0,0,59124.0
0,35.0,18.0,8.0,0,32.0,1,0,1,0,0,87789.0
1,40.0,11.0,14.0,0,32.0,1,1,0,0,0,88640.0
0,39.0,4.0,16.0,0,22.0,1,1,0,0,0,54996.0
1,36.0,20.0,16.0,0,40.0,0,0,0,1,0,51559.0
0,40.0,8.0,16.0,0,43.0,0,0,0,0,0,41244.0
0,40.0,20.0,10.0,0,40.0,1,0,0,0,0,90482.0
0,37.0,0.0,16.0,0,23.0,0,0,0,0,0,31620.0
0,40.0,4.0,16.0,0,28.0,1,0,1,0,0,46482.0
0,40.0,7.0,12.0,0,29.0,1,0,1,0,0,39254.0
0,40.0,1.0,17.0,0,30.0,0,0,0,0,0,30535.0
1,40.0,2.0,14.0,1,30.0,0,0,0,0,0,57287.0
0,35.0,3.0,14.0,0,26.0,0,1,0,0,1,40537.0
0,38.0,2.0,12.0,0,24.0,0,1,0,0,0,28536.0
0,45.0,11.0,15.0,0,36.0,0,0,0,0,0,61870.0
0,40.0,5.0,16.0,0,31.0,0,0,0,0,0,83194.0
0,40.0,3.0,10.0,0,26.0,0,0,0,0,0,32315.0
0,38.0,2.0,14.0,0,25.0,0,0,1,0,0,68745.0
0,40.0,3.0,12.0,1,26.0,0,0,0,0,0,52968.0
0,40.0,4.0,10.0,0,28.0,0,1,0,0,0,45396.0
0,40.0,2.0,19.0,0,24.0,0,1,0,0,0,45830.0
0,40.0,9.0,19.0,1,53.0,1,0,0,0,0,54996.0
0,38.0,4.0,10.0,0,29.0,1,0,0,0,1,64860.0
0,40.0,10.0,14.0,0,40.0,0,1,0,0,0,37128.0
0,24.0,16.0,7.0,0,36.0,0,0,0,0,0,114575.0
0,40.0,5.0,18.0,0,34.0,1,1,0,0,0,48120.0
0,40.0,22.0,12.0,1,43.0,0,0,0,0,0,84316.0
1,40.0,8.0,9.0,1,25.0,1,1,0,0,0,112000.0
1,40.0,3.0,19.0,0,24.0,0,1,0,0,0,32316.0
0,38.0,9.0,16.0,0,28.0,0,0,0,0,0,58614.0
1,40.0,5.0,15.0,0,32.0,1,0,1,0,0,91660.0
0,45.0,2.0,23.0,0,30.0,0,0,0,0,1,35748.0
0,20.0,5.0,12.0,1,27.0,0,0,0,0,0,11004.0
0,40.0,14.0,23.0,0,34.0,0,0,0,0,0,129775.0
0,40.0,5.0,12.0,0,33.0,0,0,0,0,1,76308.0
1,40.0,25.0,8.0,0,45.0,0,0,0,0,0,91606.0
1,40.0,2.0,13.0,0,21.0,0,1,0,0,0,29184.0
0,37.0,4.0,23.0,0,26.0,1,0,1,0,0,77556.0
1,20.0,20.0,5.0,0,44.0,1,0,0,0,0,38800.0
0,44.0,7.0,16.0,0,29.0,0,0,1,0,0,148947.0
1,28.0,14.0,10.0,0,32.0,0,1,0,0,0,38700.0
1,32.0,7.0,16.0,0,27.0,0,0,1,0,0,48000.0
0,40.0,0.0,18.0,0,23.0,0,0,0,0,0,45396.0
0,40.0,4.0,13.0,0,27.0,0,1,0,1,0,56723.0
0,45.0,36.0,13.0,0,53.0,0,0,1,0,0,93896.0
0,43.0,3.0,15.0,0,21.0,0,0,1,0,0,32424.0
0,40.0,7.0,15.0,0,31.0,0,0,0,0,0,86500.0
0,45.0,5.0,16.0,0,28.0,0,0,0,0,0,27492.0
0,50.0,4.0,20.0,0,26.0,0,1,0,0,0,80202.0
1,40.0,1.0,16.0,0,35.0,0,0,0,0,0,49500.0
0,9.0,2.0,11.0,0,25.0,1,0,0,0,0,9076.0
0,40.0,6.0,14.0,0,28.0,0,0,0,0,0,45396.0
1,40.0,1.0,19.0,0,30.0,0,0,0,0,0,37834.0
0,45.0,6.0,10.0,0,34.0,0,0,0,0,0,72636.0
1,30.0,21.0,10.0,0,48.0,0,0,0,1,0,35376.0
1,40.0,6.0,15.0,0,29.0,0,1,0,1,0,105884.0
1,37.0,16.0,8.0,1,34.0,0,0,0,0,0,61620.0
0,40.0,5.0,13.0,0,24.0,0,0,1,0,0,54996.0
0,40.0,19.0,14.0,0,50.0,0,0,0,0,0,36432.0
1,37.0,30.0,12.0,0,52.0,0,0,0,0,0,55610.0
0,37.5,25.0,8.0,0,50.0,0,1,1,0,0,73274.0
0,35.0,14.0,11.0,0,35.0,1,0,0,0,0,64630.0
1,8.0,7.0,11.0,0,23.0,0,0,0,0,0,5364.0
0,40.399014778325125,13.0,19.0,0,63.0,1,1,0,0,0,77556.0
1,42.0,5.0,14.0,0,30.0,0,0,0,0,0,34368.0
0,45.0,7.0,13.0,0,40.0,0,0,0,0,1,65424.0
0,40.0,7.0,12.0,0,32.0,0,0,0,0,0,61071.0
0,7.5,5.0,11.0,0,23.0,0,0,0,0,0,4944.0
0,40.0,5.0,26.0,0,31.0,0,0,1,0,0,78508.0
0,36.0,4.0,14.0,1,22.0,0,0,0,0,0,32315.0
0,45.0,20.0,8.0,0,42.0,1,0,0,0,0,85931.0
0,38.0,15.0,15.0,0,38.0,0,0,0,0,0,52.0
1,39.38520408163265,3.0,17.0,0,29.0,0,1,0,0,1,75669.0
0,40.0,19.0,19.0,0,40.0,0,1,0,0,0,78657.0
1,39.5,11.0,12.0,0,32.0,1,1,1,0,0,81348.0
0,45.0,6.0,19.0,0,29.0,1,0,1,0,0,64859.0
0,36.0,4.0,15.0,0,39.0,1,1,0,0,1,64287.0
0,42.0,3.0,14.0,0,28.0,0,0,0,0,0,49296.0
0,31.0,19.0,6.0,0,36.0,0,1,0,0,0,29879.0
1,40.0,2.0,36.0,1,38.0,0,0,0,0,0,48121.0
0,38.0,5.0,12.0,0,32.0,0,0,0,0,0,45396.0
0,40.0,5.0,24.0,0,34.0,1,0,0,0,0,67021.0
0,38.0,11.0,17.0,0,34.0,0,0,0,0,0,41077.0
0,38.0,35.0,14.0,0,57.0,0,0,0,0,0,62045.0
0,40.0,7.0,8.0,0,28.0,0,0,0,0,0,75619.0
0,50.0,1.0,21.0,0,29.0,0,0,0,0,0,70613.0
0,42.0,7.0,11.0,0,31.0,0,1,0,0,0,63564.0
0,40.0,12.0,8.0,0,37.0,0,0,1,0,0,113503.0
0,40.0,8.0,10.0,0,37.0,1,1,0,0,0,51147.0
0,48.0,2.0,19.0,0,25.0,0,1,0,0,0,36664.0
0,35.0,3.0,21.0,0,25.0,0,0,1,0,0,48121.0
1,40.0,5.0,16.0,0,30.0,1,0,0,0,0,68102.0
0,40.0,14.0,18.0,0,38.0,1,0,0,0,0,51704.0
0,37.5,6.0,14.0,0,30.0,1,0,0,0,1,56228.0
0,39.0,2.0,15.0,0,24.0,0,0,0,0,0,20628.0
0,36.0,8.0,10.0,0,37.0,0,0,0,0,1,49716.0
1,50.0,0.0,8.0,0,40.0,1,0,0,0,0,97389.0
0,40.0,13.0,9.0,0,36.0,0,0,0,0,1,71850.0
1,18.0,4.0,7.0,0,25.0,0,0,0,1,0,32424.0
0,20.0,0.0,16.0,1,22.0,0,0,0,0,0,27240.0
0,37.0,25.0,14.0,0,45.0,1,0,0,0,0,130847.0
0,45.0,2.0,13.0,0,25.0,0,0,1,0,0,53647.0
0,40.0,3.0,14.0,0,25.0,0,0,0,0,0,28872.0
0,30.0,16.0,8.0,0,37.0,1,1,0,0,0,64630.0
0,60.0,34.0,17.0,0,51.0,0,0,0,0,0,43239.0
0,35.0,15.0,14.0,0,34.0,0,1,0,0,1,85931.0
0,50.0,28.0,13.0,0,48.0,1,1,0,0,1,68745.0
0,40.0,10.0,15.0,0,34.0,0,0,0,0,0,80925.0
1,35.0,4.0,13.0,1,25.0,0,0,0,0,0,56264.0
0,40.0,10.0,17.0,0,31.0,1,0,0,0,0,83972.0
0,60.0,11.0,12.0,0,38.0,0,0,0,0,0,49160.0
1,32.0,9.0,13.0,0,31.0,1,1,0,0,0,129700.0
0,40.0,3.0,23.0,0,26.0,0,0,0,0,0,45797.0
0,50.0,7.0,15.0,0,31.0,0,0,0,0,0,157020.0
1,39.0,2.0,13.0,0,24.0,0,0,0,0,0,48121.0
0,32.0,19.0,12.0,0,49.0,1,0,1,0,0,60535.0
1,38.0,6.0,21.0,0,32.0,0,1,0,0,0,45241.0
0,45.0,7.050151975683891,16.54255319148936,0,38.0,1,1,0,0,1,54049.0
1,37.0,8.0,13.0,1,31.0,0,0,0,0,0,41247.0
0,35.0,2.0,19.0,0,26.0,1,1,0,0,0,44276.0
0,40.0,3.0,16.0,0,26.0,1,1,0,0,0,162251.0
0,36.0,13.0,15.0,0,40.0,0,1,0,0,0,58428.0
0,20.0,3.0,17.0,0,22.0,0,1,0,0,0,15564.0
0,48.0,18.0,15.0,0,41.0,1,0,0,0,0,76339.0
0,40.0,2.0,20.0,1,26.0,1,0,0,0,0,57287.0
0,42.0,1.0,14.0,0,26.0,0,0,0,0,0,45257.0
0,40.0,13.0,7.0,0,39.0,0,0,0,0,0,33607.0
0,40.0,11.0,13.0,0,35.0,0,0,0,0,0,82488.0
0,40.0,5.0,17.0,0,33.0,0,1,1,0,0,57287.0
0,39.0,10.0,15.0,0,39.0,0,1,0,0,1,75619.0
0,35.0,10.0,20.0,0,36.0,1,0,0,0,0,45241.0
0,45.0,5.0,16.0,0,28.0,0,0,0,0,1,64888.0
0,48.0,3.0,18.0,0,26.0,1,0,0,0,0,27478.0
0,39.0,5.0,16.0,0,23.0,0,0,0,0,1,54996.0
0,40.0,3.0,12.0,0,26.0,0,0,0,0,0,61870.0
0,37.0,19.0,10.0,0,41.0,1,1,0,0,0,81074.0
1,40.0,14.0,14.0,0,39.0,0,0,0,0,0,76339.0
1,38.5,5.0,13.0,0,21.0,0,1,0,0,0,38772.0
0,6.0,2.0,15.0,0,22.0,1,0,0,0,0,6850.0
1,50.0,16.0,12.0,0,42.0,0,0,0,0,0,91660.0
1,42.0,2.0,15.0,0,28.0,1,0,0,0,0,81.0
0,30.0,2.0,11.0,0,30.0,0,0,0,0,0,76339.0
1,40.0,5.0,18.0,0,27.0,0,1,0,0,0,105884.0
0,40.0,20.0,14.0,0,36.0,0,0,0,0,1,86478.0
